employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
TSM-0043,Sheng Lin,TSMC,TSM,Fab/Manufacturing,Principal,83.7,312000,2.4,62.7,East Asia,Lower-middle,Yes,70.0,73.8
TSM-0044,Kai Cheng,TSMC,TSM,Engineering,Staff,81.3,140200,8.5,68.0,East Asia,Lower-middle,No,72.0,99.6
TSM-0045,Po Hsieh,TSMC,TSM,Fab/Manufacturing,Principal,100.0,173700,5.6,72.5,East Asia,Middle,No,50.0,63.0
TSM-0046,Jun Yeh,TSMC,TSM,Engineering,Staff,82.1,424600,14.0,72.1,East Asia,Middle,No,48.0,59.9
TSM-0047,Fang Cheng,TSMC,TSM,Finance,Staff,87.1,218600,8.2,65.0,East Asia,Lower-middle,Yes,77.7,71.9
TSM-0048,Fang Hung,TSMC,TSM,Fab/Manufacturing,Senior,91.4,64200,9.4,63.3,East Asia,Upper-middle,No,34.4,78.7
TSM-0049,Shu Huang,TSMC,TSM,Engineering,Staff,84.1,85300,4.7,69.3,East Asia,Lower-middle,Yes,73.1,61.6
TSM-0050,Ming Lu,TSMC,TSM,Engineering,Staff,95.5,256200,8.3,62.1,East Asia,Upper-middle,No,41.5,92.0
TSM-0051,Chun Yang,TSMC,TSM,Engineering,Senior,79.8,131900,8.6,70.7,North America,Middle,No,49.1,81.3
TSM-0052,Po Chen,TSMC,TSM,Sales & GTM,Senior,73.4,136100,5.6,56.1,East Asia,Affluent,No,28.7,60.9
TSM-0053,Xin Chang,TSMC,TSM,Research & AI,Staff,80.9,87900,16.3,54.3,East Asia,Upper-middle,No,36.6,72.4
TSM-0054,Kai Wang,TSMC,TSM,Engineering,Senior Director,82.4,357000,6.5,71.1,Southeast Asia,Upper-middle,No,22.6,58.8
TSM-0055,Jia Hsu,TSMC,TSM,Engineering,Staff,84.7,121600,10.6,69.1,East Asia,Lower-middle,No,61.3,93.8
TSM-0056,Jia Hsieh,TSMC,TSM,Research & AI,Senior,78.5,217400,4.9,71.5,East Asia,Lower-middle,Yes,79.9,78.4
TSM-0057,Hao Wang,TSMC,TSM,Engineering,Staff,73.2,310000,9.7,63.2,East Asia,Middle,No,70.1,55.3
TSM-0058,Hui Liu,TSMC,TSM,Engineering,Senior,87.5,102900,9.6,65.2,East Asia,Middle,Yes,66.0,62.3
TSM-0059,Ling Lu,TSMC,TSM,Operations,Senior,87.7,203700,11.1,55.7,East Asia,Upper-middle,No,42.3,76.1
TSM-0060,Yu Su,TSMC,TSM,Operations,Senior,81.0,142800,5.8,66.5,East Asia,Lower-middle,No,68.0,76.2
TSM-0061,Jun Hsu,TSMC,TSM,Engineering,Director,65.8,402500,6.7,70.7,East Asia,Middle,No,53.6,80.9
TSM-0062,Xin Hung,TSMC,TSM,Fab/Manufacturing,Staff,68.4,84600,12.9,52.0,East Asia,Lower-middle,No,65.2,71.0
TSM-0063,Hui Tsai,TSMC,TSM,Research & AI,Senior,71.5,118100,5.4,66.3,East Asia,Middle,Yes,57.9,89.6
TSM-0064,Cheng Cheng,TSMC,TSM,Fab/Manufacturing,Senior,71.7,186400,8.9,84.2,East Asia,Middle,Yes,59.1,69.0
TSM-0065,Jun Lee,TSMC,TSM,Operations,Staff,85.5,121800,9.2,57.8,East Asia,Lower-middle,Yes,76.1,66.0
TSM-0066,Ling Wang,TSMC,TSM,Operations,Senior,77.0,199500,12.8,66.1,East Asia,Lower-middle,Yes,78.4,76.8
TSM-0067,Cheng Chen,TSMC,TSM,Engineering,Senior,92.4,203200,3.6,85.2,East Asia,Lower-middle,Yes,74.7,90.2
TSM-0068,Xin Chen,TSMC,TSM,Operations,Principal,90.2,298600,6.9,72.7,East Asia,Middle,Yes,65.2,86.1
TSM-0069,Jun Lu,TSMC,TSM,Engineering,Senior Director,81.4,206900,10.3,75.2,East Asia,Upper-middle,Yes,43.5,75.4
TSM-0070,Yu Pan,TSMC,TSM,Sales & GTM,Senior Director,100.0,117000,6.9,71.5,East Asia,Lower-middle,Yes,87.2,84.3
TSM-0071,Kai Huang,TSMC,TSM,Research & AI,VP,96.3,515800,17.4,68.3,East Asia,Working class,No,84.0,82.4
TSM-0072,Ling Tseng,TSMC,TSM,Fab/Manufacturing,Senior,76.8,75300,6.0,71.1,East Asia,Lower-middle,Yes,82.5,78.1
TSM-0073,Chih Chang,TSMC,TSM,Sales & GTM,Senior,75.9,69900,16.7,50.8,East Asia,Lower-middle,Yes,74.5,57.9
TSM-0074,Ming Wu,TSMC,TSM,Supply Chain,Principal,76.9,331000,12.3,55.8,East Asia,Working class,Yes,93.5,70.1
TSM-0075,Fang Yang,TSMC,TSM,Operations,Principal,79.5,121400,14.8,65.6,East Asia,Affluent,No,30.3,61.1
TSM-0076,Chun Hsu,TSMC,TSM,Engineering,Senior,77.4,99700,5.7,65.8,South Asia,Lower-middle,No,63.5,70.0
TSM-0077,Han Yeh,TSMC,TSM,Research & AI,Senior,82.5,261600,20.5,65.5,East Asia,Lower-middle,Yes,64.5,85.6
TSM-0078,Xin Chang,TSMC,TSM,Fab/Manufacturing,SVP,84.7,633300,12.3,74.0,South Asia,Upper-middle,Yes,33.0,70.2
TSM-0079,Qing Su,TSMC,TSM,Fab/Manufacturing,Director,82.9,523400,7.1,70.0,East Asia,Upper-middle,No,45.4,57.8
TSM-0080,Cheng Hung,TSMC,TSM,Engineering,Senior,82.8,91700,11.9,61.0,East Asia,Middle,No,60.0,63.1
TSM-0081,Wen Kuo,TSMC,TSM,Operations,Senior,78.7,111600,6.6,61.8,East Asia,Middle,Yes,66.0,65.0
TSM-0082,Chih Chou,TSMC,TSM,Engineering,Senior,80.0,188600,9.6,62.0,East Asia,Upper-middle,No,51.2,74.6
TSM-0083,Yi Huang,TSMC,TSM,Engineering,Principal,69.8,230000,15.3,62.4,East Asia,Middle,Yes,64.4,64.1
TSM-0084,Sheng Tsai,TSMC,TSM,Sales & GTM,Senior,85.7,44900,21.1,43.0,East Asia,Affluent,No,18.2,70.2
TSM-0085,Kai Chou,TSMC,TSM,Engineering,Senior,79.4,90700,10.5,55.6,East Asia,Middle,Yes,53.7,80.3
TSM-0086,Cheng Yeh,TSMC,TSM,Sales & GTM,Senior,84.1,179800,10.1,56.5,East Asia,Middle,Yes,69.4,75.0
TSM-0087,Yi Wu,TSMC,TSM,Operations,Senior,89.4,77300,8.7,59.6,East Asia,Lower-middle,Yes,82.6,72.5
TSM-0088,Han Lin,TSMC,TSM,Finance,Senior,70.7,66600,7.2,59.1,East Asia,Middle,No,50.7,58.9
TSM-0089,Cheng Wang,TSMC,TSM,Engineering,Director,100.0,450900,10.9,68.5,East Asia,Middle,No,57.4,67.9
TSM-0090,Kai Liao,TSMC,TSM,Engineering,Senior,74.1,107000,6.0,68.2,Southeast Asia,Middle,Yes,60.3,80.9
TSM-0091,Bo Wang,TSMC,TSM,Fab/Manufacturing,Principal,78.4,196200,6.2,65.7,East Asia,Affluent,No,21.6,71.4
TSM-0092,Yu Lee,TSMC,TSM,People/HR,Senior Director,86.2,481000,12.7,68.0,East Asia,Middle,No,68.1,95.0
TSM-0093,Yi Liu,TSMC,TSM,Fab/Manufacturing,Principal,84.1,480600,9.1,56.2,North America,Lower-middle,No,64.9,64.5
TSM-0094,Kai Cheng,TSMC,TSM,Supply Chain,Director,94.9,244000,5.0,75.3,East Asia,Working class,Yes,94.7,93.2
TSM-0095,Wen Hung,TSMC,TSM,Engineering,Senior,90.6,86400,10.5,58.5,East Asia,Working class,Yes,92.6,72.8
TSM-0096,Cheng Yang,TSMC,TSM,Operations,Senior,77.7,97400,12.2,58.2,North America,Middle,Yes,62.2,63.2
TSM-0097,Chih Lee,TSMC,TSM,Fab/Manufacturing,Principal,80.6,389900,10.6,69.4,East Asia,Working class,Yes,100.0,86.9
TSM-0098,Yu Chao,TSMC,TSM,Operations,Staff,100.0,196200,17.7,65.2,East Asia,Working class,Yes,76.9,71.1
TSM-0099,Zhi Liu,TSMC,TSM,Research & AI,Director,74.9,209300,11.2,65.5,East Asia,Working class,No,71.8,78.4
TSM-0100,Yu Cheng,TSMC,TSM,Quality,Senior,65.0,59900,7.6,69.2,East Asia,Lower-middle,No,70.7,61.1
TSM-0101,Jian Yang,TSMC,TSM,Quality,Staff,73.4,82300,9.6,70.6,East Asia,Working class,Yes,84.9,78.3
TSM-0102,Hao Lin,TSMC,TSM,Operations,Senior,73.6,116900,7.5,73.0,East Asia,Lower-middle,Yes,73.0,72.3
TSM-0103,Ling Chang,TSMC,TSM,Operations,C-Suite,84.6,1950100,22.4,73.2,East Asia,Middle,No,44.9,58.1
TSM-0104,Xin Chang,TSMC,TSM,Engineering,VP,86.2,532700,10.5,81.6,East Asia,Lower-middle,No,53.5,100.0
TSM-0105,Han Wu,TSMC,TSM,Operations,Staff,82.1,114000,21.0,64.5,East Asia,Upper-middle,No,31.8,69.7
TSM-0106,Shu Hsu,TSMC,TSM,Fab/Manufacturing,Senior,82.1,172000,24.5,61.4,East Asia,Upper-middle,No,23.9,70.5
TSM-0107,Ting Tseng,TSMC,TSM,Fab/Manufacturing,Principal,80.0,80900,4.4,80.5,East Asia,Lower-middle,Yes,63.6,80.7
TSM-0108,Shu Yeh,TSMC,TSM,Quality,Staff,84.1,376300,5.6,71.7,East Asia,Working class,Yes,80.1,74.0
TSM-0109,Ming Chen,TSMC,TSM,Engineering,Principal,76.0,96900,12.9,65.2,East Asia,Affluent,No,29.7,81.6
TSM-0110,Ting Lin,TSMC,TSM,Operations,Director,89.0,404700,11.5,65.8,East Asia,Affluent,No,28.0,62.3
TSM-0111,Kai Cheng,TSMC,TSM,Research & AI,Staff,92.9,211300,11.9,55.6,East Asia,Upper-middle,No,36.7,65.6
TSM-0112,Ting Hsu,TSMC,TSM,Operations,Staff,82.5,196900,6.9,56.2,East Asia,Lower-middle,Yes,69.9,59.9
TSM-0113,Yi Chen,TSMC,TSM,Engineering,Senior Director,97.5,353700,16.1,72.8,East Asia,Upper-middle,No,46.7,63.3
TSM-0114,Wei Lin,TSMC,TSM,Engineering,Senior Director,96.5,285200,13.9,60.6,East Asia,Upper-middle,No,30.8,77.3
TSM-0115,Sheng Tsai,TSMC,TSM,Engineering,Staff,89.0,324500,8.8,57.6,Southeast Asia,Lower-middle,No,72.5,69.8
TSM-0116,Yi Chang,TSMC,TSM,Engineering,Senior,82.0,196200,4.3,65.9,North America,Working class,No,90.7,85.9
TSM-0117,Hao Yeh,TSMC,TSM,Engineering,Staff,84.1,91400,13.4,61.0,East Asia,Lower-middle,Yes,78.9,85.6
TSM-0118,Shu Chen,TSMC,TSM,Sales & GTM,Staff,75.6,160900,15.4,57.2,East Asia,Working class,Yes,88.6,63.8
TSM-0119,Yi Liao,TSMC,TSM,Research & AI,Senior Director,84.7,257700,16.6,65.5,East Asia,Upper-middle,No,41.3,88.3
TSM-0120,Hao Tseng,TSMC,TSM,Operations,Senior,90.5,229200,19.1,53.8,East Asia,Middle,Yes,60.9,54.1
TSM-0121,Jia Hsu,TSMC,TSM,Fab/Manufacturing,VP,73.2,353200,8.5,71.1,East Asia,Working class,Yes,83.7,82.1
TSM-0122,Han Shen,TSMC,TSM,Legal & Policy,Principal,83.5,138400,18.8,69.6,North America,Middle,No,53.5,76.2
TSM-0123,Mei Yeh,TSMC,TSM,Engineering,Senior Director,86.6,127400,26.0,66.5,North America,Upper-middle,No,33.6,52.6
TSM-0124,Yi Lu,TSMC,TSM,Engineering,Senior,88.0,368600,11.1,59.9,East Asia,Lower-middle,No,64.9,60.4
TSM-0125,Jia Tseng,TSMC,TSM,Quality,Senior,71.2,48700,13.9,55.6,East Asia,Affluent,No,16.1,62.7
TSM-0126,Sheng Lee,TSMC,TSM,Fab/Manufacturing,Principal,78.6,198900,4.4,59.6,East Asia,Working class,Yes,97.7,75.3
TSM-0127,Ming Hung,TSMC,TSM,Supply Chain,Senior Director,78.4,429000,17.2,66.9,East Asia,Upper-middle,No,34.0,79.5
TSM-0128,Mei Su,TSMC,TSM,Supply Chain,Director,73.9,204100,12.6,74.9,East Asia,Affluent,No,31.8,73.3
TSM-0129,Shu Hsieh,TSMC,TSM,Finance,Senior Director,90.8,384400,11.1,78.6,East Asia,Working class,No,77.6,83.0
TSM-0130,Chih Chao,TSMC,TSM,Supply Chain,Staff,83.8,128200,7.9,67.8,East Asia,Affluent,No,26.0,46.3
TSM-0131,Jian Chang,TSMC,TSM,Supply Chain,Senior,81.6,127000,8.1,59.5,East Asia,Middle,Yes,65.2,78.8
TSM-0132,Fang Liu,TSMC,TSM,Engineering,Senior Director,81.5,269700,12.5,69.0,East Asia,Middle,No,49.0,62.8
TSM-0133,Chun Pan,TSMC,TSM,Supply Chain,Principal,92.7,134500,11.0,73.8,North America,Upper-middle,No,38.7,68.4
TSM-0134,Mei Su,TSMC,TSM,Quality,Senior,72.0,159800,10.9,70.6,Southeast Asia,Middle,No,51.1,71.1
TSM-0135,Han Chou,TSMC,TSM,Engineering,Senior,73.5,81500,5.7,64.2,East Asia,Middle,No,49.7,62.8
TSM-0136,Yu Chiang,TSMC,TSM,Sales & GTM,VP,97.9,531700,9.1,64.5,East Asia,Lower-middle,No,66.3,85.8
TSM-0137,Po Hsieh,TSMC,TSM,Fab/Manufacturing,Senior,82.9,34700,11.8,69.1,East Asia,Lower-middle,Yes,83.1,73.1
TSM-0138,Chih Chao,TSMC,TSM,Fab/Manufacturing,Director,80.0,196400,18.2,60.3,East Asia,Middle,No,59.0,59.0
TSM-0139,Hui Lin,TSMC,TSM,Engineering,Senior Director,86.4,204700,23.2,65.1,East Asia,Middle,No,45.0,81.5
TSM-0140,Wei Su,TSMC,TSM,Operations,Staff,80.1,98800,14.1,64.0,South Asia,Middle,No,55.2,77.4
TSM-0141,Hao Wang,TSMC,TSM,Sales & GTM,Principal,94.7,159500,6.7,64.5,East Asia,Middle,Yes,59.8,87.0
TSM-0142,Ying Liu,TSMC,TSM,Engineering,Principal,75.1,55800,9.8,70.0,East Asia,Working class,Yes,94.1,69.8
TSM-0143,Hao Pan,TSMC,TSM,Fab/Manufacturing,Senior,62.8,113200,9.6,65.0,East Asia,Middle,No,45.3,55.9
TSM-0144,Yi Lin,TSMC,TSM,Research & AI,Principal,84.3,123400,5.2,77.0,East Asia,Middle,No,46.7,80.6
TSM-0145,Sheng Hung,TSMC,TSM,Engineering,Senior,89.3,80800,9.0,75.9,East Asia,Upper-middle,No,44.8,76.7
TSM-0146,Yu Yeh,TSMC,TSM,Sales & GTM,Staff,91.1,122900,6.8,53.4,East Asia,Middle,No,49.3,60.2
TSM-0147,Fang Yang,TSMC,TSM,Supply Chain,Staff,87.0,244300,7.4,52.1,Southeast Asia,Middle,No,54.8,58.7
TSM-0148,Hao Su,TSMC,TSM,Sales & GTM,Director,80.5,347900,8.6,55.7,East Asia,Upper-middle,No,41.7,57.9
TSM-0149,Li Chang,TSMC,TSM,Sales & GTM,Director,81.8,212400,9.4,65.7,East Asia,Upper-middle,No,40.3,81.9
TSM-0150,Han Hung,TSMC,TSM,Research & AI,Director,78.7,194500,9.7,57.3,East Asia,Lower-middle,Yes,63.1,79.0
TSM-0151,Po Yang,TSMC,TSM,Research & AI,VP,79.4,364400,12.1,67.0,East Asia,Middle,No,51.1,60.3
TSM-0152,Ming Hsieh,TSMC,TSM,Engineering,Staff,91.8,166300,14.1,65.8,East Asia,Working class,No,74.5,74.8
TSM-0153,Xin Wu,TSMC,TSM,People/HR,Principal,90.3,499300,22.3,72.2,Southeast Asia,Middle,No,52.2,66.6
TSM-0154,Han Kuo,TSMC,TSM,Engineering,Senior,83.3,210700,7.4,58.6,East Asia,Upper-middle,No,35.0,64.0
TSM-0155,Hui Yang,TSMC,TSM,Finance,Director,95.3,307800,11.6,71.4,East Asia,Lower-middle,Yes,70.6,77.2
TSM-0156,Mei Tseng,TSMC,TSM,Sales & GTM,Principal,82.2,390100,10.0,72.7,East Asia,Working class,No,80.8,85.4
TSM-0157,Xin Kuo,TSMC,TSM,Engineering,Staff,97.7,148000,11.1,60.3,East Asia,Affluent,No,20.5,70.2
TSM-0158,Ying Lin,TSMC,TSM,Engineering,Principal,82.7,97100,7.7,72.1,East Asia,Middle,Yes,62.9,79.2
TSM-0159,Ting Liu,TSMC,TSM,Supply Chain,Principal,72.0,162800,27.4,46.1,East Asia,Affluent,No,20.7,94.2
TSM-0160,Qing Pan,TSMC,TSM,Engineering,Senior,76.5,106400,10.7,58.4,East Asia,Working class,No,85.5,82.5
TSM-0161,Zhi Wu,TSMC,TSM,Sales & GTM,Staff,78.9,172200,5.7,75.0,East Asia,Upper-middle,No,35.1,81.0
TSM-0162,Ying Chiang,TSMC,TSM,Fab/Manufacturing,Director,73.6,319800,9.8,61.6,East Asia,Working class,Yes,92.1,79.6
TSM-0163,Wen Liao,TSMC,TSM,People/HR,Staff,81.2,150600,8.4,57.3,East Asia,Middle,No,45.6,57.8
TSM-0164,Jia Tseng,TSMC,TSM,Fab/Manufacturing,Principal,94.6,311700,9.8,72.8,East Asia,Lower-middle,Yes,79.4,85.8
TSM-0165,Jia Chiang,TSMC,TSM,Fab/Manufacturing,Principal,94.2,153200,9.8,59.8,East Asia,Middle,Yes,60.4,76.7
TSM-0166,Wen Kuo,TSMC,TSM,Engineering,Director,74.8,638700,12.8,57.9,South Asia,Upper-middle,No,36.4,61.2
TSM-0167,Ling Cheng,TSMC,TSM,Engineering,Staff,80.0,228300,9.8,71.5,Southeast Asia,Lower-middle,No,67.9,81.1
TSM-0168,Yu Chang,TSMC,TSM,Quality,Director,86.5,376000,11.1,76.8,East Asia,Working class,Yes,81.8,91.6
TSM-0169,Hao Shen,TSMC,TSM,Operations,Director,81.4,168400,9.6,62.8,East Asia,Working class,Yes,74.1,70.7
TSM-0170,Yi Chao,TSMC,TSM,Sales & GTM,Senior,72.2,67200,9.1,71.3,East Asia,Middle,No,51.5,74.4
TSM-0171,Bo Hung,TSMC,TSM,Engineering,Staff,87.3,257300,11.9,58.2,East Asia,Lower-middle,Yes,81.7,67.4
TSM-0172,Hui Yang,TSMC,TSM,Engineering,Staff,82.2,290700,5.9,59.7,East Asia,Middle,No,46.6,67.0
TSM-0173,Jia Liao,TSMC,TSM,Research & AI,Staff,81.4,271500,9.9,71.2,East Asia,Middle,Yes,59.3,86.3
TSM-0174,Ling Kuo,TSMC,TSM,Engineering,Staff,84.3,242100,10.8,59.7,South Asia,Working class,Yes,81.9,70.1
TSM-0175,Xin Su,TSMC,TSM,Engineering,Staff,77.7,214100,19.7,68.1,East Asia,Lower-middle,No,67.3,74.2
TSM-0176,Bo Chiang,TSMC,TSM,Sales & GTM,VP,77.7,847800,10.6,67.6,Southeast Asia,Upper-middle,No,38.1,61.7
TSM-0177,Shu Liu,TSMC,TSM,Research & AI,Staff,74.1,132500,5.2,70.1,East Asia,Upper-middle,No,37.3,59.7
TSM-0178,Mei Cheng,TSMC,TSM,Fab/Manufacturing,Director,76.6,893100,8.5,69.6,East Asia,Lower-middle,Yes,81.3,87.8
TSM-0179,Hui Yang,TSMC,TSM,Research & AI,C-Suite,94.5,1700000,11.2,77.0,East Asia,Middle,Yes,63.6,76.5
TSM-0180,Yi Wang,TSMC,TSM,Quality,Senior,70.8,130800,12.2,62.1,Southeast Asia,Working class,Yes,85.2,70.7
TSM-0181,Fang Shen,TSMC,TSM,Fab/Manufacturing,Staff,73.1,301000,8.2,72.0,East Asia,Working class,Yes,94.4,86.1
TSM-0182,Qing Pan,TSMC,TSM,Fab/Manufacturing,Principal,80.0,187700,20.0,61.2,North America,Affluent,No,24.3,59.6
TSM-0183,Xin Yang,TSMC,TSM,Engineering,VP,83.7,657000,8.2,69.3,East Asia,Middle,No,48.2,77.5
TSM-0184,Hao Cheng,TSMC,TSM,Fab/Manufacturing,Staff,100.0,147900,8.9,57.6,East Asia,Upper-middle,No,25.1,62.8
TSM-0185,Jia Wu,TSMC,TSM,Finance,Principal,78.0,458900,22.0,74.8,East Asia,Upper-middle,No,36.6,100.0
TSM-0186,Po Lee,TSMC,TSM,Engineering,SVP,72.1,222700,14.0,69.8,East Asia,Working class,Yes,77.6,51.6
TSM-0187,Cheng Wu,TSMC,TSM,Research & AI,SVP,84.4,671200,28.2,76.3,East Asia,Affluent,No,17.4,51.0
TSM-0188,Chih Chiang,TSMC,TSM,Fab/Manufacturing,Senior,84.1,226600,13.2,59.6,East Asia,Affluent,No,31.7,71.1
TSM-0189,Mei Yang,TSMC,TSM,Engineering,Director,75.8,206100,23.1,60.3,East Asia,Lower-middle,Yes,72.2,66.9
TSM-0190,Chun Kuo,TSMC,TSM,Supply Chain,Senior,89.3,59500,8.2,53.2,East Asia,Lower-middle,Yes,81.4,75.2
TSM-0191,Cheng Hsieh,TSMC,TSM,Engineering,Senior,75.6,74000,13.7,60.1,East Asia,Middle,Yes,54.7,61.1
TSM-0192,Wei Kuo,TSMC,TSM,Engineering,Director,92.3,268900,28.6,60.7,East Asia,Lower-middle,Yes,69.0,69.5
TSM-0193,Sheng Liu,TSMC,TSM,Engineering,Principal,86.6,427700,9.3,72.5,East Asia,Upper-middle,No,48.4,75.7
TSM-0194,Mei Liao,TSMC,TSM,Engineering,Senior,73.4,116100,8.1,53.6,East Asia,Upper-middle,No,43.5,66.6
TSM-0195,Mei Wu,TSMC,TSM,Research & AI,Principal,76.8,154600,11.2,66.1,East Asia,Middle,No,65.5,90.1
TSM-0196,Cheng Chao,TSMC,TSM,Engineering,Director,84.9,464000,4.8,73.6,East Asia,Upper-middle,Yes,49.1,87.3
TSM-0197,Ting Kuo,TSMC,TSM,Research & AI,Director,90.6,322800,9.7,68.5,North America,Middle,No,39.6,45.8
