employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
AMZN-0030,Ahmed Martinez,Amazon,AMZN,Engineering,Staff,73.5,247500,3.2,62.6,Middle East,Lower-middle,Yes,78.6,72.0
AMZN-0031,Wei Khan,Amazon,AMZN,Product,Senior,90.3,271200,7.1,51.3,South Asia,Upper-middle,No,44.5,77.8
AMZN-0032,Carlos Hassan,Amazon,AMZN,Research & AI,Senior,68.6,162400,14.7,61.6,North America,Upper-middle,No,28.9,58.3
AMZN-0033,Kevin Patel,Amazon,AMZN,Operations,Principal,93.5,1160100,4.3,67.0,Latin America,Lower-middle,Yes,82.1,79.8
AMZN-0034,Michael Chen,Amazon,AMZN,Product,Principal,81.2,954400,6.7,55.4,Europe,Affluent,No,26.9,68.3
AMZN-0035,Elena Wilson,Amazon,AMZN,Engineering,Principal,76.5,213000,4.2,70.0,Latin America,Working class,Yes,86.6,85.2
AMZN-0036,Priya Khan,Amazon,AMZN,Engineering,Staff,80.5,177100,4.9,67.9,North America,Working class,Yes,100.0,70.0
AMZN-0037,Aisha Murphy,Amazon,AMZN,Engineering,Director,87.0,145300,4.3,78.8,South Asia,Working class,Yes,89.4,80.7
AMZN-0038,Hannah Hassan,Amazon,AMZN,Engineering,Staff,70.3,128400,7.3,78.5,North America,Lower-middle,No,61.2,99.6
AMZN-0039,Olivia Petrov,Amazon,AMZN,Engineering,VP,71.5,945500,13.2,66.4,North America,Middle,No,51.2,71.8
AMZN-0040,Michael Rossi,Amazon,AMZN,Research & AI,VP,70.6,696500,8.4,64.0,South Asia,Upper-middle,No,44.5,71.9
AMZN-0041,Sofia Yamamoto,Amazon,AMZN,Marketing,Director,79.6,379700,10.0,64.3,North America,Upper-middle,No,35.3,52.4
AMZN-0042,Emily Yamamoto,Amazon,AMZN,Product,Senior,83.0,266900,5.3,59.9,East Asia,Upper-middle,No,37.0,78.6
AMZN-0043,Carlos Smith,Amazon,AMZN,People/HR,SVP,64.2,669400,16.9,69.7,North America,Upper-middle,No,36.8,67.0
AMZN-0044,Samuel Khan,Amazon,AMZN,Product,Director,64.5,391000,11.9,72.1,North America,Upper-middle,No,26.3,74.8
AMZN-0045,David Rossi,Amazon,AMZN,Research & AI,VP,70.3,947700,10.9,75.7,North America,Middle,Yes,47.3,70.6
AMZN-0046,John Smith,Amazon,AMZN,Product,Principal,72.4,176600,7.6,61.1,East Asia,Middle,Yes,69.2,70.4
AMZN-0047,Raj Smith,Amazon,AMZN,Sales & GTM,Staff,72.0,290300,3.8,73.6,East Asia,Upper-middle,No,47.8,73.3
AMZN-0048,James Anderson,Amazon,AMZN,Research & AI,Director,68.8,518600,6.8,62.2,North America,Working class,Yes,94.2,76.8
AMZN-0049,Linda Wang,Amazon,AMZN,Operations,Senior,91.1,400300,3.5,64.8,South Asia,Upper-middle,No,34.6,64.1
AMZN-0050,Priya Khan,Amazon,AMZN,Sales & GTM,Principal,75.4,446800,5.5,65.7,South Asia,Upper-middle,Yes,39.8,55.6
AMZN-0051,Elena Brown,Amazon,AMZN,Operations,Principal,78.4,258900,8.4,72.1,Latin America,Middle,No,56.1,85.9
AMZN-0052,Aisha Park,Amazon,AMZN,Legal & Policy,Staff,72.3,487000,6.0,62.3,South Asia,Lower-middle,No,71.9,71.7
AMZN-0053,Yuki Ali,Amazon,AMZN,Operations,Senior,72.7,340000,4.7,72.4,East Asia,Middle,Yes,61.5,75.8
AMZN-0054,Linda Singh,Amazon,AMZN,Marketing,Principal,70.1,790600,6.4,64.0,North America,Middle,Yes,46.2,65.7
AMZN-0055,Kevin Johnson,Amazon,AMZN,Operations,Senior Director,77.5,326000,16.2,68.9,Middle East,Middle,No,42.0,72.8
AMZN-0056,Kevin Singh,Amazon,AMZN,Engineering,Senior,81.2,87000,1.2,65.0,North America,Lower-middle,Yes,81.6,88.5
AMZN-0057,Daniel Petrov,Amazon,AMZN,Sales & GTM,Principal,78.3,1380700,5.7,65.7,North America,Lower-middle,Yes,79.8,74.0
AMZN-0058,Carlos Rossi,Amazon,AMZN,Engineering,Principal,69.5,573900,2.5,66.2,South Asia,Middle,No,43.1,57.6
AMZN-0059,Ahmed Tanaka,Amazon,AMZN,Operations,Director,81.6,566600,6.0,76.5,South Asia,Working class,Yes,85.2,85.8
AMZN-0060,Mary Yamamoto,Amazon,AMZN,Engineering,Senior,56.9,244100,2.4,66.9,North America,Middle,Yes,55.8,65.0
AMZN-0061,John Singh,Amazon,AMZN,Engineering,Principal,77.9,417900,5.5,66.6,South Asia,Middle,No,44.6,69.3
AMZN-0062,Sofia Nguyen,Amazon,AMZN,Engineering,Principal,73.6,434200,9.4,58.1,North America,Upper-middle,No,32.4,69.7
AMZN-0063,Olivia Ali,Amazon,AMZN,Engineering,Senior,91.7,828300,0.5,67.5,North America,Middle,No,48.1,89.9
AMZN-0064,Hannah Chen,Amazon,AMZN,Engineering,Staff,80.9,212400,2.7,77.1,North America,Lower-middle,Yes,81.0,90.0
AMZN-0065,Daniel Brown,Amazon,AMZN,Legal & Policy,Staff,66.5,1276300,0.7,60.9,North America,Lower-middle,No,56.9,66.5
AMZN-0066,Zoe Park,Amazon,AMZN,People/HR,SVP,86.5,942900,12.3,61.9,Middle East,Lower-middle,Yes,80.7,77.5
AMZN-0067,John Rossi,Amazon,AMZN,Marketing,Principal,87.9,421400,15.8,66.0,Europe,Upper-middle,No,57.4,82.8
AMZN-0068,Fatima Singh,Amazon,AMZN,Product,SVP,75.5,1397800,8.4,67.4,North America,Lower-middle,Yes,61.5,68.3
AMZN-0069,Hannah Garcia,Amazon,AMZN,Sales & GTM,Director,86.1,449800,5.2,85.9,East Asia,Upper-middle,No,28.6,56.0
AMZN-0070,Hiroshi Khan,Amazon,AMZN,Finance,Senior,85.4,349800,2.8,86.0,North America,Middle,No,66.4,80.7
AMZN-0071,Wei Brown,Amazon,AMZN,Design,VP,72.9,610800,6.9,74.0,Latin America,Upper-middle,No,23.9,69.7
AMZN-0072,Grace Okafor,Amazon,AMZN,Finance,Principal,76.1,893300,16.0,64.8,North America,Middle,No,43.7,86.4
AMZN-0073,Carlos Anderson,Amazon,AMZN,Engineering,Senior Director,69.2,1206200,8.7,71.5,Latin America,Middle,No,54.6,79.9
AMZN-0074,Chen Tanaka,Amazon,AMZN,Product,Senior,71.3,344100,3.1,65.2,Southeast Asia,Working class,No,76.4,68.4
AMZN-0075,Mary Wang,Amazon,AMZN,Sales & GTM,Staff,68.8,95200,7.1,67.8,Europe,Upper-middle,No,49.2,74.5
AMZN-0076,Priya Brown,Amazon,AMZN,Operations,Principal,77.1,572500,8.3,67.0,East Asia,Upper-middle,No,40.7,77.7
AMZN-0077,Grace Silva,Amazon,AMZN,Product,Senior Director,81.2,4269800,9.7,68.8,South Asia,Middle,Yes,50.3,63.8
AMZN-0078,David Kim,Amazon,AMZN,Engineering,Principal,70.1,336100,1.7,64.5,North America,Working class,No,82.6,67.2
AMZN-0079,Kevin Brown,Amazon,AMZN,Marketing,Senior Director,80.6,529900,15.3,68.5,Europe,Upper-middle,Yes,46.0,62.0
AMZN-0080,Wei Kim,Amazon,AMZN,Engineering,Principal,62.7,305900,5.8,78.2,North America,Working class,Yes,89.0,75.7
AMZN-0081,Hannah Silva,Amazon,AMZN,Product,Principal,100.0,753300,12.6,58.6,North America,Middle,No,44.8,78.6
AMZN-0082,Priya Garcia,Amazon,AMZN,Finance,Senior,82.9,367800,7.5,70.7,North America,Upper-middle,Yes,53.0,87.9
AMZN-0083,Arjun Murphy,Amazon,AMZN,Research & AI,Senior,56.4,110700,5.5,62.6,East Asia,Working class,Yes,96.4,73.6
AMZN-0084,Zoe Hassan,Amazon,AMZN,Engineering,Senior,100.0,180000,3.7,58.7,North America,Middle,No,49.3,68.1
AMZN-0085,Priya Patel,Amazon,AMZN,Research & AI,Senior,67.1,164300,9.8,61.6,North America,Upper-middle,No,36.6,68.8
AMZN-0086,Fatima Wang,Amazon,AMZN,Research & AI,Senior,62.1,105000,3.8,55.2,South Asia,Working class,Yes,90.6,79.0
AMZN-0087,Chen Patel,Amazon,AMZN,Engineering,Senior,78.3,310600,2.3,66.2,South Asia,Upper-middle,Yes,52.0,45.0
AMZN-0088,Emily Hassan,Amazon,AMZN,Sales & GTM,Senior Director,71.0,232300,4.6,65.6,North America,Lower-middle,Yes,74.4,74.2
AMZN-0089,Linda Rossi,Amazon,AMZN,Sales & GTM,Staff,72.2,216200,4.0,67.9,South Asia,Middle,No,50.7,96.4
AMZN-0090,Chen Martinez,Amazon,AMZN,Research & AI,Senior Director,73.3,607200,16.5,72.6,East Asia,Lower-middle,Yes,73.4,68.1
AMZN-0091,Hiroshi Anderson,Amazon,AMZN,People/HR,Senior,89.2,357400,3.5,58.9,South Asia,Upper-middle,No,46.3,77.3
AMZN-0092,Carlos Patel,Amazon,AMZN,Product,Staff,74.1,215900,1.7,68.1,North America,Middle,Yes,59.9,56.6
AMZN-0093,Wei Reyes,Amazon,AMZN,People/HR,Staff,72.0,403900,1.6,75.7,North America,Working class,Yes,91.5,76.3
AMZN-0094,Sofia Park,Amazon,AMZN,Sales & GTM,Senior,97.5,364300,1.8,66.1,South Asia,Middle,No,46.7,88.9
AMZN-0095,Nina Nguyen,Amazon,AMZN,Finance,Senior,80.1,281000,4.7,74.6,North America,Lower-middle,Yes,71.7,51.3
AMZN-0096,John Okafor,Amazon,AMZN,Engineering,Staff,67.2,312000,3.4,59.4,North America,Affluent,No,15.7,62.1
AMZN-0097,Hannah Wang,Amazon,AMZN,Engineering,Staff,92.3,331100,0.9,78.7,North America,Working class,Yes,87.9,93.4
AMZN-0098,Sofia Patel,Amazon,AMZN,Engineering,Staff,60.3,465100,2.3,80.4,South Asia,Working class,No,76.5,86.1
AMZN-0099,John Garcia,Amazon,AMZN,Operations,Staff,89.1,519700,4.7,72.2,Africa,Lower-middle,Yes,74.4,75.4
AMZN-0100,Hannah Lee,Amazon,AMZN,Finance,C-Suite,81.9,8613700,13.4,68.1,Middle East,Middle,No,53.0,79.2
AMZN-0101,Emily Yamamoto,Amazon,AMZN,People/HR,SVP,57.0,462800,9.7,78.7,South Asia,Middle,No,51.9,87.9
AMZN-0102,Priya Murphy,Amazon,AMZN,Legal & Policy,Staff,91.1,117500,1.7,69.3,Europe,Middle,No,45.0,64.1
AMZN-0103,Linda Wang,Amazon,AMZN,Product,Senior,59.5,168400,1.0,74.4,East Asia,Upper-middle,No,37.7,75.1
AMZN-0104,Sofia Brown,Amazon,AMZN,Sales & GTM,Staff,87.9,277900,3.4,68.6,South Asia,Upper-middle,No,38.2,69.8
AMZN-0105,Olivia Petrov,Amazon,AMZN,Design,Senior,59.0,157400,3.9,71.5,North America,Working class,Yes,84.1,81.9
AMZN-0106,Aisha Nguyen,Amazon,AMZN,Engineering,Principal,77.8,228000,2.6,77.3,North America,Middle,No,52.4,80.8
AMZN-0107,Emily Martinez,Amazon,AMZN,Marketing,SVP,88.9,2362500,10.2,75.9,Latin America,Middle,No,64.0,71.1
AMZN-0108,Fatima Silva,Amazon,AMZN,Engineering,Senior,73.9,226900,5.9,66.2,North America,Lower-middle,No,59.1,73.2
AMZN-0109,Thomas Patel,Amazon,AMZN,Engineering,Director,77.1,293100,7.0,71.1,North America,Working class,Yes,98.1,100.0
AMZN-0110,John Khan,Amazon,AMZN,Engineering,Senior,68.7,180700,7.8,52.3,Europe,Lower-middle,Yes,60.1,70.3
AMZN-0111,Chen Martinez,Amazon,AMZN,Research & AI,Principal,98.1,230100,2.6,78.2,Europe,Middle,Yes,75.4,79.9
AMZN-0112,Emily Johnson,Amazon,AMZN,Engineering,Senior,84.7,472800,0.3,60.4,North America,Lower-middle,Yes,77.8,77.8
AMZN-0113,Carlos Khan,Amazon,AMZN,Operations,Senior,63.5,98200,6.0,56.5,North America,Affluent,No,26.3,57.2
AMZN-0114,Raj Schmidt,Amazon,AMZN,Legal & Policy,Principal,64.9,282100,8.6,58.6,South Asia,Middle,No,52.4,68.9
AMZN-0115,Carlos Chen,Amazon,AMZN,Sales & GTM,Director,48.9,732300,10.2,75.3,North America,Lower-middle,Yes,83.2,84.0
AMZN-0116,Kevin Lopez,Amazon,AMZN,Research & AI,Senior,72.8,127900,6.9,52.2,Latin America,Affluent,No,24.5,71.1
AMZN-0117,Sofia Ali,Amazon,AMZN,Engineering,SVP,72.5,1574300,12.0,81.8,East Asia,Upper-middle,No,45.5,71.3
AMZN-0118,Kevin Cohen,Amazon,AMZN,Engineering,Director,62.5,427100,4.3,59.8,North America,Lower-middle,No,62.4,60.4
AMZN-0119,Kevin Martinez,Amazon,AMZN,Engineering,Senior,83.7,167300,8.3,70.1,Southeast Asia,Working class,No,74.8,77.8
AMZN-0120,Olivia Anderson,Amazon,AMZN,Engineering,Senior,84.2,178800,6.6,63.9,East Asia,Upper-middle,No,45.7,69.0
AMZN-0121,Nina Cohen,Amazon,AMZN,Design,Senior,73.6,83700,7.1,67.3,Europe,Upper-middle,No,35.3,66.3
AMZN-0122,Thomas Martinez,Amazon,AMZN,Engineering,VP,74.0,433500,10.0,70.8,Europe,Working class,No,78.2,77.6
AMZN-0123,Nina Nguyen,Amazon,AMZN,Marketing,Director,71.7,290600,4.0,73.9,North America,Upper-middle,No,44.8,75.0
AMZN-0124,John Martinez,Amazon,AMZN,Research & AI,Senior,73.0,289600,5.6,65.9,South Asia,Middle,Yes,70.5,76.2
AMZN-0125,Samuel Anderson,Amazon,AMZN,Operations,Staff,75.1,177100,4.1,74.9,East Asia,Working class,Yes,93.0,91.1
AMZN-0126,Emily Kim,Amazon,AMZN,Research & AI,Senior Director,83.7,905200,5.6,71.7,South Asia,Middle,No,37.9,66.1
AMZN-0127,Maria Nguyen,Amazon,AMZN,People/HR,Senior Director,77.8,1108700,9.5,70.4,North America,Lower-middle,No,62.2,89.9
AMZN-0128,Zoe Smith,Amazon,AMZN,Product,Principal,69.9,393400,6.8,66.3,North America,Affluent,No,30.9,75.1
AMZN-0129,Hannah Yamamoto,Amazon,AMZN,Operations,Senior,70.8,435700,3.3,62.6,North America,Affluent,No,20.2,72.1
AMZN-0130,Michael Khan,Amazon,AMZN,Engineering,Senior,48.1,220200,2.3,59.8,North America,Lower-middle,No,75.6,69.0
AMZN-0131,Sofia Schmidt,Amazon,AMZN,Sales & GTM,Senior,81.6,107500,10.1,66.5,North America,Upper-middle,No,38.3,74.4
AMZN-0132,Maria Brown,Amazon,AMZN,Engineering,Staff,54.3,140600,9.3,56.5,North America,Upper-middle,No,35.1,76.8
AMZN-0133,Ahmed Wang,Amazon,AMZN,Finance,VP,98.7,938800,6.2,83.8,Middle East,Middle,Yes,57.2,67.0
AMZN-0134,Zoe Murphy,Amazon,AMZN,Research & AI,Principal,85.9,493200,6.7,70.0,Europe,Lower-middle,No,70.1,95.0
AMZN-0135,Chen Cohen,Amazon,AMZN,Engineering,Senior,65.1,133700,7.1,58.6,North America,Affluent,No,32.2,46.2
AMZN-0136,Grace Cohen,Amazon,AMZN,Engineering,Staff,94.1,130900,2.8,68.9,East Asia,Working class,Yes,86.5,77.9
AMZN-0137,Grace Brown,Amazon,AMZN,Research & AI,Principal,79.7,486900,2.9,65.3,North America,Lower-middle,Yes,81.6,70.1
AMZN-0138,Zoe Singh,Amazon,AMZN,Sales & GTM,Senior,82.4,118900,2.3,60.8,South Asia,Middle,No,49.8,61.5
AMZN-0139,Chen Silva,Amazon,AMZN,Marketing,Staff,89.4,283400,2.2,68.2,Latin America,Working class,Yes,97.4,80.0
AMZN-0140,Hiroshi Brown,Amazon,AMZN,Operations,Principal,76.6,426300,3.6,56.8,North America,Affluent,No,23.9,58.3
AMZN-0141,Kevin Murphy,Amazon,AMZN,Engineering,Senior,62.5,174700,1.7,69.5,North America,Affluent,No,34.5,56.3
AMZN-0142,Sofia Martinez,Amazon,AMZN,Engineering,Senior Director,65.3,1084100,5.0,63.4,East Asia,Lower-middle,Yes,74.6,67.4
AMZN-0143,Grace Anderson,Amazon,AMZN,Operations,Senior,75.2,93000,0.9,75.3,North America,Upper-middle,No,41.2,76.5
AMZN-0144,Priya Yamamoto,Amazon,AMZN,Sales & GTM,Staff,79.3,202100,7.8,52.1,Africa,Working class,Yes,89.2,69.7
AMZN-0145,Emily Martinez,Amazon,AMZN,Engineering,Senior Director,86.4,590000,3.6,80.3,South Asia,Upper-middle,No,39.2,58.7
AMZN-0146,Yuki Tanaka,Amazon,AMZN,Legal & Policy,Staff,66.1,164800,6.7,65.2,North America,Lower-middle,No,70.2,61.5
AMZN-0147,Zoe Nguyen,Amazon,AMZN,Research & AI,Director,85.0,438300,12.3,76.5,Europe,Working class,Yes,90.5,87.7
AMZN-0148,Hiroshi Brown,Amazon,AMZN,Engineering,VP,62.3,914400,6.8,74.6,South Asia,Lower-middle,Yes,66.4,75.0
AMZN-0149,Yuki Murphy,Amazon,AMZN,Research & AI,Staff,77.9,402800,5.4,62.2,South Asia,Lower-middle,Yes,77.1,89.3
AMZN-0150,John Lopez,Amazon,AMZN,Engineering,Principal,91.5,570400,6.7,56.3,North America,Middle,Yes,55.3,72.2
AMZN-0151,David Petrov,Amazon,AMZN,Engineering,Principal,55.6,355000,5.6,62.0,North America,Upper-middle,No,46.5,56.3
AMZN-0152,Kevin Murphy,Amazon,AMZN,Sales & GTM,Senior Director,90.3,1611000,15.6,78.4,South Asia,Working class,Yes,91.8,70.9
AMZN-0153,Hiroshi Wang,Amazon,AMZN,Engineering,Staff,74.7,372700,5.0,71.3,East Asia,Lower-middle,Yes,84.4,87.4
AMZN-0154,James Martinez,Amazon,AMZN,Research & AI,Senior,50.6,139900,3.5,63.3,Oceania,Affluent,No,28.0,54.6
AMZN-0155,Olivia Park,Amazon,AMZN,Marketing,Senior,68.3,247400,4.2,62.0,Latin America,Upper-middle,No,44.6,78.5
AMZN-0156,Linda Silva,Amazon,AMZN,Marketing,Director,92.6,656500,13.7,62.4,Europe,Middle,No,41.8,65.8
AMZN-0157,Kevin Wilson,Amazon,AMZN,Engineering,Staff,85.1,372500,4.8,68.5,Southeast Asia,Upper-middle,No,42.3,85.9
AMZN-0158,David Brown,Amazon,AMZN,Research & AI,Senior,61.3,245400,3.4,68.1,North America,Lower-middle,Yes,77.7,88.6
AMZN-0159,Sofia Johnson,Amazon,AMZN,Engineering,VP,89.5,1515100,10.9,73.1,East Asia,Middle,No,46.8,71.3
AMZN-0160,Wei Anderson,Amazon,AMZN,People/HR,Senior,64.4,88200,4.9,76.5,North America,Lower-middle,Yes,76.6,85.1
AMZN-0161,Michael Martinez,Amazon,AMZN,Engineering,Principal,81.3,1256100,8.1,71.0,Europe,Upper-middle,No,43.3,68.9
AMZN-0162,John Martinez,Amazon,AMZN,Sales & GTM,SVP,63.0,1054600,8.5,82.1,Latin America,Upper-middle,Yes,43.8,44.2
AMZN-0163,Mary Wang,Amazon,AMZN,Engineering,Senior,98.6,366800,2.5,68.3,North America,Middle,No,50.0,61.6
AMZN-0164,Grace Garcia,Amazon,AMZN,Engineering,Staff,69.5,173700,1.9,64.2,North America,Lower-middle,No,49.0,71.8
AMZN-0165,Hiroshi Cohen,Amazon,AMZN,Finance,Senior,94.1,295600,8.9,62.4,Europe,Middle,No,59.3,85.5
AMZN-0166,Arjun Park,Amazon,AMZN,Design,Senior,65.7,401900,1.5,65.1,Latin America,Lower-middle,No,64.8,80.8
AMZN-0167,Sofia Park,Amazon,AMZN,Engineering,Principal,81.3,150500,5.9,67.0,South Asia,Middle,No,52.8,64.8
AMZN-0168,Zoe Hassan,Amazon,AMZN,Product,Director,68.2,554800,7.3,72.2,North America,Lower-middle,No,67.8,91.7
AMZN-0169,Kevin Smith,Amazon,AMZN,Sales & GTM,Staff,73.8,585100,3.5,79.9,East Asia,Affluent,No,18.5,66.9
AMZN-0170,Grace Wang,Amazon,AMZN,Sales & GTM,Senior,77.2,323600,2.3,59.9,South Asia,Middle,No,42.2,50.4
AMZN-0171,Daniel Nguyen,Amazon,AMZN,Engineering,Senior,81.6,514300,0.7,63.1,Europe,Middle,Yes,48.8,60.4
AMZN-0172,Nina Hassan,Amazon,AMZN,Research & AI,Senior,69.1,177300,1.3,64.8,North America,Upper-middle,No,45.6,73.7
AMZN-0173,Emily Singh,Amazon,AMZN,Research & AI,Senior,44.7,44300,17.0,55.7,North America,Lower-middle,Yes,75.0,80.2
AMZN-0174,Grace Hassan,Amazon,AMZN,Sales & GTM,Staff,89.6,406200,10.7,69.4,North America,Working class,Yes,83.6,57.3
AMZN-0175,Aisha Lopez,Amazon,AMZN,Sales & GTM,Senior,87.7,466000,1.1,77.6,North America,Middle,No,53.0,76.2
AMZN-0176,Ahmed Cohen,Amazon,AMZN,Engineering,Staff,78.8,251200,1.5,71.9,North America,Working class,Yes,83.6,81.7
AMZN-0177,Priya Okafor,Amazon,AMZN,Operations,Senior Director,71.9,1615400,4.5,76.9,North America,Upper-middle,Yes,52.4,77.1
AMZN-0178,Chen Wilson,Amazon,AMZN,People/HR,Senior Director,85.0,959800,5.8,69.1,East Asia,Working class,Yes,95.1,75.0
AMZN-0179,Nina Chen,Amazon,AMZN,Engineering,Staff,86.2,519600,7.1,65.3,North America,Middle,No,38.1,72.3
AMZN-0180,Mary Hassan,Amazon,AMZN,Research & AI,Principal,73.0,199600,12.8,56.2,North America,Working class,Yes,100.0,73.2
AMZN-0181,Samuel Singh,Amazon,AMZN,Operations,Director,83.5,635200,12.7,84.7,North America,Working class,Yes,100.0,69.5
AMZN-0182,Olivia Smith,Amazon,AMZN,Research & AI,Staff,77.5,235800,8.5,79.6,North America,Upper-middle,No,39.6,76.1
AMZN-0183,Sofia Tanaka,Amazon,AMZN,Engineering,Senior,72.5,472200,2.0,57.3,North America,Lower-middle,Yes,71.0,76.1
AMZN-0184,Daniel Rossi,Amazon,AMZN,People/HR,Principal,89.0,159900,9.4,71.4,Middle East,Working class,Yes,93.2,89.6
AMZN-0185,Arjun Okafor,Amazon,AMZN,Legal & Policy,Senior,71.8,238800,9.0,68.9,North America,Upper-middle,No,31.8,50.5
AMZN-0186,Arjun Murphy,Amazon,AMZN,Engineering,Director,77.9,925900,4.0,72.3,North America,Working class,Yes,85.6,82.8
AMZN-0187,Nina Reyes,Amazon,AMZN,Operations,Staff,71.2,761600,13.5,68.1,North America,Affluent,No,22.7,74.9
AMZN-0188,Yuki Kim,Amazon,AMZN,Marketing,Staff,82.8,467000,3.2,69.6,North America,Lower-middle,Yes,69.2,82.9
AMZN-0189,Hannah Smith,Amazon,AMZN,Finance,Principal,67.8,608400,16.7,65.4,East Asia,Working class,Yes,85.5,77.4
AMZN-0190,Sofia Garcia,Amazon,AMZN,Sales & GTM,Principal,77.7,429500,4.8,79.2,Europe,Middle,No,55.0,82.8
AMZN-0191,Nina Brown,Amazon,AMZN,Engineering,Senior,56.2,109800,3.9,56.7,Europe,Upper-middle,No,48.1,61.0
AMZN-0192,Kevin Rossi,Amazon,AMZN,Engineering,Staff,83.2,772500,3.1,70.6,North America,Middle,No,64.4,63.3
AMZN-0193,Priya Anderson,Amazon,AMZN,Research & AI,Staff,58.9,799300,6.9,62.8,Europe,Affluent,No,39.1,66.2
AMZN-0194,Olivia Singh,Amazon,AMZN,Research & AI,Senior,64.7,269400,1.9,63.1,Middle East,Middle,Yes,53.3,76.5
AMZN-0195,Michael Wilson,Amazon,AMZN,Engineering,Staff,72.6,316700,7.5,66.0,Oceania,Working class,Yes,86.5,76.4
